index,SMILES,Fragments
173,CCCC[C@@H](Cc1ccc(s1)c1c2cc(sc2c(c2c1sc(c2)c1sc(cc1CCCCCC)c1c(F)c(F)c(c2c1nsn2)c1sc(c(c1)CCCCCC)c1ccc(s1)C[C@@H](CCCC)CC)c1ccc(s1)C[C@H](CCCC)CC)c1sc(cc1CCCCCC)c1c(F)c(F)c(c2c1nsn2)c1sc(c(c1)CCCCCC)c1ccc(s1)C[C@H](CCCC)CC)CC,
174,CCCC[C@@H](Cc1ccc(s1)c1c2cc(sc2c(c2c1sc(c2)c1sc(cc1CCCCCC)c1c(F)c(F)c(c2c1nsn2)c1sc(c(c1)CCCCCC)/C=C(/C(=O)OC[C@@H](CCCC)CC)\C#N)c1ccc(s1)C[C@H](CCCC)CC)c1sc(cc1CCCCCC)c1c(F)c(F)c(c2c1nsn2)c1sc(c(c1)CCCCCC)/C=C(/C(=O)OC[C@H](CCCC)CC)\C#N)CC,
175,CCCCCCCCCCCCc1cc(sc1c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(cc1)N(c1ccc(cc1)C)c1ccc(cc1)c1ccc(c2c1nsn2)c1ccc(cc1)N(c1ccc(cc1)c1sc(c(c1)CCCCCCCCCCCC)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(cc1)C,
176,CCCCCCCCCCCCc1cc(sc1c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(cc1)N(c1ccc(cc1)c1cc(c(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)CCCCCCCCCCCC)c1ccc(cc1)c1ccc(c2c1nsn2)c1ccc(cc1)N(c1ccc(cc1)c1cc(c(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)CCCCCCCCCCCC)c1ccc(cc1)c1cc(c(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)CCCCCCCCCCCC,
177,CCCCCCCCCCCCCCCc1c(sc2c1sc1c2sc2c1sc(c2CCCCCCCCCCCCCCC)c1ccc(s1)c1n(C[C@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1cccs1)C[C@@H](CCCC)CC)c1ccc(s1)c1n(CC[C@@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1cccs1)C[C@@H](CCCC)CC,
178,CCCCCCCCCCCCc1c(sc2c1sc1c2sc2c1sc(c2CCCCCCCCCCCCCCC)c1ccc(s1)[C]1N(C[C@@H](CCCC)CC)C(=O)c2c1c(OC[C@@H](CCCC)CC)nc2c1cccs1)c1ccc(s1)[C]1N(C[C@@H](CCCC)CC)C(=O)c2c1c(OC[C@@H](CCCC)CC)nc2c1cccs1,
179,CCCCCCCC[C@@H](Cc1ccc(s1)c1ccc(s1)c1c2sc(cc2c(c2c1cc(s2)c1cc(c(s1)c1ccc(s1)c1sc(cc1CCCCCCCC)/C=C/1\SC(=S)N(C1=O)CC)CCCCCCCC)c1ccc(s1)c1ccc(s1)C[C@H](CCCCCCCC)CCCCCC)c1cc(c(s1)c1ccc(s1)c1sc(cc1CCCCCCCC)[CH]C1=[S]C(=S)N(C1=O)CC)CCCCCCCC)CCCCCC,
180,CCCCCCCCc1cc(sc1c1sc2c(c1)[S]=C(C2)c1sc(cc1CCCCCCCC)/C=C/1\SC(=S)N(C1=O)CC)c1cc2c(s1)c(c1sc(c(c1)CCCCCC)C[C@@H](CCCC)CC)c1c(c2c2sc(c(c2)CCCCCC)C[C@@H](CCCC)CC)sc(c1)c1sc(c(c1)CCCCCCCC)c1cc2c(s1)cc(s2)c1sc(cc1CCCCCCCC)[CH]C1=[S]C(=S)N(C1=O)CC,
181,CCCCCCCCc1cc(sc1c1ccc(s1)c1sc(cc1CCCCCCCC)[CH]C1=[S]C(=S)N(C1=O)CC)c1sc2c(c1)c(c1ccc(s1)[C@H](CCCCC)CC)c1c(c2c2ccc(s2)[C@H](CCCCC)CC)cc(s1)c1cc2c(s1)c(c1ccc(s1)[C@H](CCCCC)CC)c1c(c2c2ccc(s2)[C@H](CCCCC)CC)sc(c1)c1sc(c(c1)CCCCCCCC)c1ccc(s1)c1sc(cc1CCCCCCCC)/C=C/1\SC(=S)N(C1=O)CC,
182,CCCCCCCCc1cc(sc1c1ccc(s1)c1sc(cc1CCCCCCCC)[CH]C1=[S]C(=S)N(C1=O)CC)c1cc2c(s1)c(c1ccc(s1)[C@H](CCCCC)CC)c1c(c2c2ccc(s2)[C@H](CCCCC)CC)sc(c1)c1sc2c(c1)c(c1ccc(s1)[C@H](CCCCC)CC)c1c(c2c2ccc(s2)[C@H](CCCCC)CC)cc(s1)c1sc2c(c1)c(c1ccc(s1)[C@H](CCCCC)CC)c1c(c2c2ccc(s2)[C@H](CCCCC)CC)cc(s1)c1cc(c(s1)c1ccc(s1)c1sc(cc1CCCCCCCC)/C=C/1\SC(=S)N(C1=O)CC)CCCCCCCC,
184,CCCCCCn1c2cc(ccc2c2c1c1c(c3c2n(CCCCCC)c2c3cccc2)n(c2c1cccc2)CCCCCC)c1cnc(s1)c1n(C[C@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1ncc(s1)c1ccc2c(c1)n(CCCCCC)c1c2c2n(CCCCCC)c3c(c2c2c1c1ccccc1n2CCCCCC)cccc3)C[C@H](CCCC)CC,
185,CCCCCCn1c2cc(ccc2c2c1c1c(c3c2n(CCCCCC)c2c3cccc2)n(c2c1cccc2)CCCCCC)c1ccc(s1)c1n(C[C@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1ccc(s1)c1ccc2c(c1)n(CCCCCC)c1c2c2n(CCCCCC)c3c(c2c2c1c1ccccc1n2CCCCCC)cccc3)C[C@H](CCCC)CC,
186,CCCC[C@H](Cc1ccc(s1)c1c2cc(sc2c(c2c1sc(c2)c1cc2c(s1)c1c(n2C[C@@H](CCCC)CC)CC(=[S]1)/C=C/1\SC(=S)N(C1=O)CCCC)c1ccc(s1)C[C@@H](CCCC)CC)c1cc2c(s1)c1c(n2C[C@@H](CCCC)CC)cc(s1)[CH]C1=[S]C(=S)N(C1=O)CCCC)CC,
187,CCCC[C@H](Cn1c2CC(=[S]c2c2c1cc(s2)c1cc2c(s1)c1c(n2C[C@@H](CCCC)CC)cc(s1)/C=C/1\SC(=S)N(C1=O)CCCC)c1cc2c(s1)c1c(n2C[C@@H](CCCC)CC)cc(s1)/C=C/1\SC(=S)N(C1=O)CCCC)CC,
188,CCCC[C@H](Cn1c2c(c3c1cc(s3)c1ccc(c3c1nsn3)C=C(C#N)C#N)sc1c2cccc1)CC,
189,CCCC[C@H](Cn1c2c(c3c1sc(c3)c1ccc(c3c1nsn3)C=C(C#N)C#N)sc1c2cccc1)CC,
190,CCCC[C@H](Cn1c2c(c3c1CC(=[S]3)c1ncc(cn1)C=C(C#N)C#N)sc1c2cccc1)CC,
191,CC([C]1C=CC(=C2C(=C1)C(=C[C@@H]2[C]1C(=O)[C](C1=O)[C@@H]1C(=C[C@H](C=C1O)n1c2CCCc2c2c1ccc1c2cccc1)O)C)C)C,
192,CC([C]1C=CC(=C2C(=C1)C(=C[C@@H]2[C]1C(=O)[C](C1=O)[C@@H]1C=C(C2=C[C](C=CC(=C12)C)C(C)C)C)C)C)C,
193,N#CC(=Cc1cnc(nc1)c1cc2c(s1)c1c(C2(C)C)cc(cc1)N(c1ccc(cc1)C)c1ccc(cc1)C)C#N,
194,CCCC[C@@H](Cn1c2cc(sc2c2c1c1c(s2)c2c(n1C[C@H](CCCC)CC)cc(s2)C=C(C#N)C#N)C=C(C#N)C#N)CC,
195,CCCC[C@@H](Cn1c2c3sc4c(c3sc2c2c1cc(s2)C=C(C#N)C#N)n(c1c4sc(c1)C=C(C#N)C#N)C[C@H](CCCC)CC)CC,
196,CCCC[C@H](Cc1ccc(s1)c1c2cc(sc2c(c2c1sc(c2)c1sc(c2c1cc(s2)C(=O)C[C@H](CCCC)CC)c1ccc(s1)CCCCCCCC)c1ccc(s1)C[C@@H](CCCC)CC)c1sc(c2c1cc(s2)C(=O)C[C@H](CCCC)CC)c1ccc(s1)CCCCCCCC)CC,
197,CCCC[C@H](Cc1ccc(s1)c1c2sc(cc2c(c2c1cc(s2)c1sc(c2c1cc(s2)C(=O)C[C@H](CCCC)CC)c1sc2c(c1)sc(c2)CCCCCCCC)c1ccc(s1)C[C@@H](CCCC)CC)c1sc(c2c1cc(s2)C(=O)C[C@H](CCCC)CC)c1sc2c(c1)sc(c2)CCCCCCCC)CC,
198,CCCC[C@H](Cc1ccc(s1)c1c2sc(cc2c(c2c1cc(s2)c1sc(c2c1cc(s2)C(=O)C[C@H](CCCC)CC)c1ccc(s1)c1ccc(s1)CCCCCCCC)c1ccc(s1)C[C@@H](CCCC)CC)c1sc(c2c1cc(s2)C(=O)C[C@H](CCCC)CC)c1ccc(s1)c1ccc(s1)CCCCCCCC)CC,
199,CCCCCC[C@H](Cn1c(=O)c2cc3c(cc2c2c1cc(s2)c1ccc(s1)c1n(C[C@@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1cccs1)C[C@@H](CCCC)CC)c(=O)n(c1c3sc(c1)c1ccc(s1)c1n(C[C@@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1cccs1)C[C@H](CCCC)CC)C[C@H](CCCCCC)CCCC)CCCC,
203,CCCCn1c(=O)c2ccc(c3c2c(c1=O)ccc3)C#Cc1ccc(c2c1nsn2)C#Cc1ccc(cc1)N(c1ccccc1)c1ccccc1,
204,N#CC(=C(c1ccc(c2c1nsn2)C#Cc1cccnc1)C(=C(C#N)C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C#N,
205,N#C[C](c1ccc(cc1)[C](C(=C(C#N)C#N)c1ccc(c2c1nsn2)C#Cc1cccnc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C#N,
206,CCCCCCCCc1cc(sc1c1ccc(s1)c1sc(cc1CCCCCCCC)[CH]C1=[S]C(=S)N(C1=O)CC)c1ccc(s1)c1ccc(s1)c1sc(c(c1)CCCCCCCC)c1ccc(s1)c1sc(cc1CCCCCCCC)/C=C/1\SC(=S)N(C1=O)CC,
207,CCCCCCCCc1cc(sc1c1ccc(s1)c1sc(cc1CCCCCCCC)/C=C/1\SC(=S)N(C1=O)CC)c1cc2c(s1)cc(s2)c1cc(c(s1)c1ccc(s1)c1sc(cc1CCCCCCCC)/C=C/1\SC(=S)N(C1=O)CC)CCCCCCCC,
208,CCCC[C@H](Cc1ccc(s1)c1c2cc(sc2c(c2c1sc(c2)c1ccc(s1)c1n(C[C@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1ccc(s1)c1ccc(s1)CCCCCC)C[C@H](CCCC)CC)c1ccc(s1)C[C@@H](CCCC)CC)c1ccc(s1)c1n(C[C@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1ccc(s1)c1ccc(s1)CCCCCC)C[C@H](CCCC)CC)CC,
209,CCCCCCCCOc1cc(OCCCCCCCC)cc(c1)C1=C2CCC3N2[Zn@]24n5c1ccc5C(=C1N2C(CC1)C(=c1n4c(=C3)cc1)c1cc(OCCCCCCCC)cc(c1)OCCCCCCCC)C#CC1=c2ccc3=C(C4N5[Zn@@]6(N7C1CCC7=C(c1cc(OCCCCCCCC)cc(c1)OCCCCCCCC)c1n6c(C=C5CC4)cc1)n23)c1cc(OCCCCCCCC)cc(c1)OCCCCCCCC,
210,CCCCCCCCOc1cc(OCCCCCCCC)cc(c1)C1=C2CCC3N2[Zn@@]24n5c1ccc5C(=C1N2C(CC1)C(=c1n4c(=C3)cc1)c1cc(OCCCCCCCC)cc(c1)OCCCCCCCC)C#CC#CC1=c2ccc3=C(C4N5[Zn@]6(N7C1CCC7=C(c1cc(OCCCCCCCC)cc(c1)OCCCCCCCC)c1n6c(C=C5CC4)cc1)n23)c1cc(OCCCCCCCC)cc(c1)OCCCCCCCC,
211,CCCCC[C@@H](Cn1c(=O)c2c(c1c1cccs1)c(=O)n(c2c1ccc(s1)c1cc2ccc3c4c2c(c1)ccc4cc(c3)c1ccc(s1)c1n(C[C@@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1cccs1)C[C@@H](CCCC)CC)C[C@H](CCCC)CC)CC,
212,CCCCCCCCOC(=O)/C(=C/c1ccc(s1)c1ccc(s1)c1n(C[C@H](CCCCC)CC)c(=O)c2c1c(=O)n(c2c1ccc(s1)c1sc2c(c1)c(c1ccc(s1)C[C@H](CCCC)CC)c1c(c2c2ccc(s2)C[C@H](CCCC)CC)ccs1)C[C@H](CCCC)CC)/C#N,
213,CCCCCCCCOC(=O)/C(=C/c1ccc(s1)c1ccc(s1)c1n(C[C@H](CCCCC)CC)c(=O)c2c1c(=O)n(c2c1ccc(s1)c1sc2c(c1)c(c1ccc(s1)C[C@H](CCCC)CC)c1c(c2c2ccc(s2)C[C@H](CCCC)CC)cc(s1)c1cccs1)C[C@H](CCCC)CC)/C#N,
214,CCCCCCCCOC(=O)/C(=C/c1ccc(s1)c1ccc(s1)c1c2c(=O)n(c(c2c(=O)n1C[C@H](CCCCC)CC)c1ccc(s1)c1sc2c(c1)c(c1ccc(s1)C[C@H](CCCC)CC)c1c(c2c2ccc(s2)C[C@H](CCCC)CC)cc(s1)c1ccc(s1)c1ccc(s1)CCCCCC)C[C@H](CCCC)CC)/C#N,
215,CCCCCCCCOC(=O)/C(=C/c1ccc(s1)c1ccc(s1)c1n(C[C@H](CCCCC)CC)c(=O)c2c1c(=O)n(c2c1ccc(s1)c1cc2c(s1)c(c1ccc(s1)C[C@H](CCCC)CC)c1c(c2c2ccc(s2)C[C@H](CCCC)CC)sc(c1)c1ccc(s1)/C=C(\C(=O)OCCCCCCCC)/C#N)C[C@H](CCCC)CC)/C#N,
216,CCCCCCCCOc1cc(c(cc1/C(=C/c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C#N)OCCCCCCCC)/C(=C/c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C#N,
217,CCCC[C@@H](Cn1c(=O)c2c(c1c1ccc(s1)c1cc3c(o1)cccc3)c(=O)n(c2c1ccc(s1)c1cc2c(o1)cccc2)C[C@H](CCCC)CC)CC,
218,CCCC[C@H](Cc1ccc(s1)c1c2cc(sc2c(c2c1sc(c2)c1ccc(s1)c1n(C[C@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1ccc(s1)c1ccc(cc1)OC)C[C@H](CCCC)CC)c1ccc(s1)C[C@@H](CCCC)CC)c1ccc(s1)c1n(C[C@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1ccc(s1)c1ccc(cc1)OC)C[C@H](CCCC)CC)CC,
219,CCCC[C@H](Cc1ccc(s1)c1c2cc(sc2c(c2c1sc(c2)c1ccc(s1)c1n(C[C@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1ccc(s1)c1ccc(cc1)n1c2ccccc2c2c1cccc2)C[C@H](CCCC)CC)c1ccc(s1)C[C@@H](CCCC)CC)c1ccc(s1)c1n(C[C@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1ccc(s1)c1ccc(cc1)n1c2ccccc2c2c1cccc2)C[C@H](CCCC)CC)CC,
220,CCCCCCCCc1cc(sc1c1cc(c(s1)c1sc(cc1F)c1sc(cc1CCCCCCCC)c1sc(cc1CCCCCCCC)[CH]C1SC(=C(C#N)C#N)N(C1=O)CC)F)c1sc(cc1CCCCCCCC)[CH]C1SC(=C(C#N)C#N)N(C1=O)CC,
221,CCCCCCCCc1cc(sc1c1cc(c(s1)c1sc(cc1F)c1sc(cc1CCCCCCCC)c1sc(cc1CCCCCCCC)c1sc(cc1CCCCCCCC)[CH]C1SC(=C(C#N)C#N)N(C1=O)CC)F)c1sc(cc1CCCCCCCC)c1sc(cc1CCCCCCCC)[CH]C1SC(=C(C#N)C#N)N(C1=O)CC,
222,CCCC[C@H](COc1c2cc(sc2c(c2c1sc(c2)C#Cc1ccc(s1)c1n([C@@H](CCCCC)CC)c(=O)c2c1c(=O)n(c2c1cccs1)C[C@H](CCCC)CC)OC[C@H](CCCC)CC)C#Cc1ccc(s1)c1n([C@@H](CCCCC)CC)c(=O)c2c1c(=O)n(c2c1cccs1)C[C@H](CCCC)CC)CC,
223,CCCC[C@H](Cc1ccc(s1)c1c2cc(sc2c(c2c1sc(c2)C#Cc1ccc(s1)c1n([C@@H](CCCCC)CC)c(=O)c2c1c(=O)n(c2c1cccs1)C[C@H](CCCC)CC)c1ccc(s1)C[C@H](CCCC)CC)C#Cc1ccc(s1)c1n([C@@H](CCCCC)CC)c(=O)c2c1c(=O)n(c2c1cccs1)C[C@H](CCCC)CC)CC,
224,CCCC[C@@H](C[Si]1(C[C@H](CCCC)CC)c2cc(sc2c2c1cc(s2)c1cc(F)c(c2c1nn(n2)CCCCCC)c1ccc(s1)c1ccc(s1)CCCCCC)c1cc(F)c(c2c1nn(n2)CCCCCC)c1ccc(s1)c1ccc(s1)CCCCCC)CC,
225,CCCC[C@@H](C[Si]1(C[C@H](CCCC)CC)c2cc(sc2c2c1cc(s2)c1c(F)cc(c2c1nn(n2)CCCCCC)c1ccc(s1)c1ccc(s1)CCCCCC)c1c(F)cc(c2c1nn(n2)CCCCCC)c1ccc(s1)c1ccc(s1)CCCCCC)CC,
226,CCCCCCCCOc1cccc(c1)c1nc2c(ccc(c2nc1c1cccc(c1)OCCCCCCCC)c1ccc(s1)c1ccc(s1)CCCCCC)c1sc2c(c1)[Si](c1c2sc(c1)c1ccc(c2c1nc(c1cccc(c1)OCCCCCCCC)c(n2)c1cccc(c1)OCCCCCCCC)c1ccc(s1)c1ccc(s1)CCCCCC)(C[C@H](CCCC)CC)C[C@H](CCCC)CC,
227,CCCC[C@H](CSc1c2sc(cc2c(c2c1cc(s2)c1cc(c(s1)c1ccc(s1)c1sc(cc1CCCCCCCC)[CH]C1=[S]C(=S)N(C1=O)CC)CCCCCCCC)SC[C@H](CCCC)CC)c1cc(c(s1)c1ccc(s1)c1sc(cc1CCCCCCCC)[CH]C1=[S]C(=S)N(C1=O)CC)CCCCCCCC)CC,
228,CCCC[C@H](COC(=O)c1cc(sc1c1ccc(s1)c1ccc(s1)c1n(C[C@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1ccc(s1)c1ccccc1)C[C@H](CCCC)CC)c1ccc(s1)c1ccc(s1)c1n(C[C@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1ccc(s1)c1ccccc1)C[C@@H](CCCC)CC)CC,
229,CCCC[C@@H](CN1C(=O)c2c(C1=O)c(sc2c1ccc(s1)c1ccc(s1)c1n(C[C@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1ccc(s1)c1ccccc1)C[C@H](CCCC)CC)c1ccc(s1)c1ccc(s1)c1n(C[C@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1ccc(s1)c1ccccc1)C[C@@H](CCCC)CC)CC,
230,CCCC[C@@H](COC(=O)c1sc2c(c1F)c(sc2c1ccc(s1)c1ccc(s1)c1n(C[C@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1ccc(s1)c1ccccc1)C[C@H](CCCC)CC)c1ccc(s1)c1ccc(s1)c1n(C[C@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1ccc(s1)c1ccccc1)C[C@@H](CCCC)CC)CC,
231,CCCCCCCCCc1nc(sc1c1sc(c(c1)CCCCCC)c1nc2c(s1)nc(s2)c1sc(cc1CCCCCC)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1sc(c(n1)CCCCCCCCC)c1sc(c(c1)CCCCCC)c1nc2c(s1)nc(s2)c1sc(cc1CCCCCC)c1ccc(cc1)N(c1ccccc1)c1ccccc1,
232,CCCCCCc1cc(sc1c1sc2c(n1)sc(n2)c1sc(cc1CCCCCC)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1cc(F)c(c2c1nc(c1ccccc1)c(n2)c1ccccc1)c1cc(c(s1)c1sc2c(n1)sc(n2)c1sc(cc1CCCCCC)c1ccc(cc1)N(c1ccccc1)c1ccccc1)CCCCCC,
233,CCCCCCCC[C@H](CN1C(=O)/C(=C/2\c3ccc(cc3N(C2=O)C[C@@H](CCCCCCCC)CCCCCC)c2cc(c(s2)c2sc3c(n2)sc(n3)c2sc(cc2CCCCCC)c2ccc(cc2)N(c2ccccc2)c2ccccc2)CCCCCC)/c2c1cc(cc2)c1cc(c(s1)c1sc2c(n1)sc(n2)c1sc(cc1CCCCCC)c1ccc(cc1)N(c1ccccc1)c1ccccc1)CCCCCC)CCCCCC,
237,CCCC[C@@H]([Si@]1(C[C@H](CCCC)CC)c2cc(sc2c2c1cc(s2)c1sc2c(c1)[Si@](c1c2sc(c1)c1c(F)c(F)cc2c1csc2)(C[C@@H](CCCC)CC)C[C@H](CCCC)CC)c1sc2c(c1)[Si@](c1c2sc(c1)c1c(F)c(F)cc2c1csc2)(C[C@H](CCCC)CC)C[C@@H](CCCC)CC)CC,
238,CCCC[C@@H]([Si@]1(C[C@H](CCCC)CC)c2cc(sc2c2c1cc(s2)c1sc2c(c1)[Si@](c1c2sc(c1)c1cc(F)cc2c1csc2)(C[C@@H](CCCC)CC)C[C@H](CCCC)CC)c1sc2c(c1)[Si@](c1c2sc(c1)c1cc(F)cc2c1csc2)(C[C@H](CCCC)CC)C[C@@H](CCCC)CC)CC,
239,CCCC[C@@H]([Si@]1(C[C@H](CCCC)CC)c2cc(sc2c2c1cc(s2)c1sc2c(c1)[Si@](c1c2sc(c1)/C=C/1\SC(=S)N(C1=O)CC)(C[C@@H](CCCC)CC)C[C@H](CCCC)CC)c1sc2c(c1)[Si@](c1c2sc(c1)/C=C/1\SC(=S)N(C1=O)CC)(C[C@H](CCCC)CC)C[C@@H](CCCC)CC)CC,
240,CCCCCCCCOc1ccc(cc1)C1=C2CCC3N2[Zn@]24n5c1ccc5C(=C1N2C(CC1)C(=c1n4c(=C3C#Cc2ccc([se]2)c2n(C[C@@H](CCCC)CC)c(=O)c3c2c(=O)n(c3c2ccc[se]2)C[C@@H](CCCC)CC)cc1)c1ccc(cc1)OCCCCCCCC)C#Cc1ccc([se]1)c1n(C[C@@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1ccc[se]1)C[C@H](CCCC)CC,
241,CCCCCCCCOc1ccc(cc1)C1=C2CCC3N2[Zn@]24n5c1ccc5C(=C1N2C(CC1)C(=c1n4c(=C3C#Cc2ccc(o2)c2n(C[C@@H](CCCC)CC)c(=O)c3c2c(=O)n(c3c2ccco2)C[C@H](CCCC)CC)cc1)c1ccc(cc1)OCCCCCCCC)C#Cc1ccc(o1)c1n(C[C@@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1ccco1)C[C@@H](CCCC)CC,
242,CCCC[C@H](Cn1c(=O)c2c(c1c1ccc(s1)c1ccc(s1)c1ccc(s1)CCCCCC)c(=O)n(c2c1ccc(s1)c1ccc(s1)c1ccc(s1)CCCCCC)C[C@@H](CCCC)CC)CC,
243,CCCCCCCCCc1cc(sc1c1ccc(s1)c1sc(cc1CCCCCCCC)c1sc(c2c1sc(c2F)C(=O)OC[C@@H](CCCC)CC)c1cc(c(s1)c1ccc(s1)c1sc(cc1CCCCCCCCC)/C=C/1\SC(=S)N(C1=O)CC)CCCCCCCC)/C=C/1\SC(=S)N(C1=O)CC,
244,c1ccc(cc1)c1c2ccccc2c2n1[B]1(c3ccccc3c3c1cccc3)n1c([N]2)c2c(c1c1ccccc1)cccc2,
245,Cc1ccc(cc1)c1c2ccccc2c2n1[B]1(c3ccccc3c3c1cccc3)n1c([N]2)c2c(c1c1ccc(cc1)C)cccc2,
246,Cc1ccc(s1)[C@@H]1c2ccccc2C2=Nc3n([B]4(N12)c1ccccc1c1c4cccc1)c(c1ccc(s1)C)c1c3cccc1,
247,Fc1cc(F)cc(c1)c1ccc(s1)c1ccc(c2c1nsn2)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1,
248,CCCCCCCCn1c(=O)c2c(c1c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c(=O)n(c2c1ccc(s1)c1cc(F)cc(c1)F)CCCCCCCC,
249,c1ccc(cc1)N(c1ccccc1)c1ccc(cc1)c1ccc(s1)c1ccc(c2c1nsn2)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1,
250,CCCCCCCCn1c(=O)c2c(c1c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c(=O)n(c2c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)CCCCCCCC,
251,N#CC(=Cc1ccc(s1)c1ccc(s1)c1ccc(c(c1)OC)N(c1ccc(cc1OC)c1ccc(s1)c1ccc(s1)C=C(C#N)C#N)c1ccc(cc1OC)c1ccc(s1)c1ccc(s1)C=C(C#N)C#N)C#N,
252,N#CC(=C(c1ccc(s1)c1ccc(s1)c1ccc(c(c1)OC)N(c1ccc(cc1OC)c1ccc(s1)c1ccc(s1)C(=C(C#N)C#N)C)c1ccc(cc1OC)c1ccc(s1)c1ccc(s1)C(=C(C#N)C#N)C)C)C#N,
253,CCCCCCCCCC[C@@H](CSc1ccc(s1)c1c2sc3c(c2c(c2c1c1sc(cc1s2)c1sc2c(c1CCCCCC)sc(c2)c1sc(cc1CCCCCC)/C=C(/C(=O)OC[C@H](CCCC)CC)\C#N)c1ccc(s1)SC[C@H](CCCCCCCCCC)CCCCCCCC)sc(c3)c1sc2c(c1CCCCCC)sc(c2)c1sc(cc1CCCCCC)/C=C(/C(=O)OC[C@@H](CCCC)CC)\C#N)CCCCCCCC,
