index,SMILES,Fragments
483,[H]C(C([H])C1C(CCC2SC(C([H])C2[H])C2C3C(O)N(C(C4SC([H])C([H])C4[H])C3C(O)N2C([H])([H])[C@]([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])[C@@]([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C(C2C(C3C(C(CCC4SC(C([H])C4[H])C4C5C(O)N(C(C6SC([H])C([H])C6[H])C5C(O)N4C([H])([H])[C@]([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])[C@]([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C(C([H])C([H])C4SC(C([H])C4[H])C4C5C([H])C([H])C6C(C7C([H])C([H])C8C(C9C([H])C([H])C%10C(C%11C([H])C([H])C4N%11[Zn](N56)(N78)N9%10)C4C([H])C([H])C([H])C([H])C4[H])C4C([H])C([H])C([H])C([H])C4[H])C4C([H])C([H])C([H])C([H])C4[H])N3[B](F)(F)N12)C([H])([H])[H])C1C(C([H])C(C([H])C1C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C1SC(C([H])C1[H])C1C2C([H])C([H])C3C(C4C([H])C([H])C5C(C6C([H])C([H])C7C(C8C([H])C([H])C1N8[Zn](N23)(N45)N67)C1C([H])C([H])C([H])C([H])C1[H])C1C([H])C([H])C([H])C([H])C1[H])C1C([H])C([H])C([H])C([H])C1[H],
484,Cc1ccc(s1)c1sc(cc1c1ccc(s1)C)/C=C/c1cc(c(s1)c1ccc(s1)C)c1ccc(s1)C,
486,CCCCCCCCC1(CCCCCCCC)c2cc(sc2c2c1cc(s2)c1ccc(c2c1nsn2)C#N)c1ccc(c2c1nsn2)C#N,
487,CCCCCCCCC1(CCCCCCCC)c2cc(sc2c2c1cc(s2)c1cc(F)c(c2c1nsn2)C#N)c1cc(F)c(c2c1nsn2)C#N,
488,CCCCCCCCC1(CCCCCCCC)c2cc(sc2c2c1cc(s2)c1c(F)cc(c2c1nsn2)C#N)c1c(F)cc(c2c1nsn2)C#N,
489,CCCCCCCCC1(CCCCCCCC)c2cc(sc2c2c1cc(s2)c1c(F)c(F)c(c2c1nsn2)C#N)c1c(F)c(F)c(c2c1nsn2)C#N,
490,CCCCCCCC[Si]1(CCCCCCCC)c2cc(sc2c2c1cc(s2)c1sc(cc1C[C@@H](CCCC)CC)C=C1C(=O)c2c(C1=O)cccc2)c1sc(cc1C[C@H](CCCC)CC)C=C1C(=O)c2c(C1=O)cccc2,
491,CCCCCCCC[Si]1(CCCCCCCC)c2cc(sc2c2c1cc(s2)c1sc2c(c1C[C@@H](CCCC)CC)sc(c2)C=C1C(=O)c2c(C1=O)cccc2)c1sc2c(c1C[C@H](CCCC)CC)sc(c2)C=C1C(=O)c2c(C1=O)cccc2,
492,CCCC[C@H](CN1C(=O)c2c(C1=O)cc(cc2)C#Cc1ccc(s1)c1c(F)c(F)c(c2c1nsn2)c1ccc(s1)C#Cc1ccc2c(c1)C(=O)N(C2=O)C[C@@H](CCCC)CC)CC,
493,CCCC[C@@H](COc1ccc2c3c1c1c(OC[C@@H](CCCC)CC)ccc4c1c1c3c(c3c2cc(s3)c2ccc(s2)c2n(C[C@@H](CCCC)CC)c(=O)c3c2c(=O)n(c3c2cccs2)C[C@@H](CCCC)CC)c2c(c1c1c4cc(s1)c1csc(c1)c1n(C[C@@H](CCCC)CC)c(=O)c3c1c(=O)n(c3c1cccs1)C[C@@H](CCCC)CC)nsn2)CC,
494,CCCC[C@@H](COc1ccc2c3c1c1c(OC[C@@H](CCCC)CC)ccc4c1c1c3c(c3c2cc(s3)c2ccc(s2)c2n(C[C@@H](CCCC)CC)c(=O)c3c2c(=O)n(c3c2cccs2)C[C@@H](CCCC)CC)c2c(c1c1c4cc(s1)c1csc(c1)c1n(C[C@@H](CCCC)CC)c(=O)c3c1c(=O)n(c3c1cccs1)C[C@@H](CCCC)CC)nn(n2)C[C@H](CCCC)CC)CC,
495,CCCCCCc1cc(sc1/C=C/c1sc(cc1CCCCCC)c1sc(cc1CCCCCC)[CH]C1=[S]C(=S)N(C1=O)CCCCCC)c1sc(cc1CCCCCC)[CH]C1=[S]C(=S)N(C1=O)CCCCCC,
496,CCCCCCN1C(=S)S/C(=C/c2cc(c(s2)c2ccc(s2)c2cc(c(s2)/C=C/c2sc(cc2CCCCCC)c2ccc(s2)c2sc(cc2CCCCCC)[CH]C2=[S]C(=S)N(C2=O)CCCCCC)CCCCCC)CCCCCC)/C1=O,
497,CCCCCCN1C(S/C(=C/c2sc(c(c2)CCCCCC)c2sc(c(c2)CCCCCC)/C=C/c2sc(cc2CCCCCC)c2sc(cc2CCCCCC)[CH]C2SC(=C(C#N)C#N)N(C2=O)CCCCCC)/C1=O)[C](C#N)C#N,
498,CCCCCCc1cc(sc1/C=C/c1sc(cc1CCCCCC)c1ccc(s1)c1sc(cc1CCCCCC)/C=C\1/SC(N(C1=O)CCCCCC)[C](C#N)C#N)c1ccc(s1)c1sc(cc1CCCCCC)/C=C/1\SC(N(C1=O)CCCCCC)[C](C#N)C#N,
499,CCCCCCCCCC[C@H](Cn1c(=O)c2c(c1c1ccc(s1)c1cc(c(s1)c1ccc(s1)[Si](C)(C)C)c1ccc(s1)[Si](C)(C)C)c(=O)n(c2c1ccc(s1)c1cc(c(s1)c1ccc(s1)[Si](C)(C)C)c1ccc(s1)[Si](C)(C)C)C[C@H](CCCCCCCCCC)CCCCCCCC)CCCCCCCC,
500,CCCCCCCCCC[C@H](Cn1c(=O)c2c(c1c1ccc(s1)c1cc(c(s1)c1cccs1)c1cccs1)c(=O)n(c2c1ccc(s1)c1cc(c(s1)c1cccs1)c1cccs1)C[C@H](CCCCCCCCCC)CCCCCCCC)CCCCCCCC,
501,CCCCCCCCCC[C@H](Cn1c(=O)c2c(c1c1ccc(s1)c1sc(c(c1)c1ccc(s1)c1sc(c(c1)c1ccc(s1)[Si](C)(C)C)c1ccc(s1)[Si](C)(C)C)c1ccc(s1)c1sc(c(c1)c1ccc(s1)[Si](C)(C)C)c1ccc(s1)[Si](C)(C)C)c(=O)n(c2c1ccc(s1)c1sc(c(c1)c1ccc(s1)c1sc(c(c1)c1ccc(s1)[Si](C)(C)C)c1ccc(s1)[Si](C)(C)C)c1ccc(s1)c1sc(c(c1)c1ccc(s1)[Si](C)(C)C)c1ccc(s1)[Si](C)(C)C)C[C@H](CCCCCCCCCC)CCCCCCCC)CCCCCCCC,
502,CCCCCCCCCC[C@H](Cn1c(=O)c2c(c1c1ccc(s1)c1sc(c(c1)c1ccc(s1)c1sc(c(c1)c1cccs1)c1cccs1)c1ccc(s1)c1sc(c(c1)c1cccs1)c1cccs1)c(=O)n(c2c1ccc(s1)c1sc(c(c1)c1ccc(s1)c1sc(c(c1)c1cccs1)c1cccs1)c1ccc(s1)c1sc(c(c1)c1cccs1)c1cccs1)C[C@H](CCCCCCCCCC)CCCCCCCC)CCCCCCCC,
503,CCCCCCCC[C@H](Cn1nc2c(n1)c(ccc2c1ccc(s1)/C=C(/C(=O)OC[C@@H](CCCC)CC)\C#N)c1ccc(s1)c1cc2c(s1)c(c1ccc(s1)/C=C/c1ccc(s1)SC[C@@H](CCCC)CC)c1c(c2c2ccc(s2)/C=C/c2ccc(s2)SC[C@H](CCCC)CC)sc(c1)c1ccc(s1)c1ccc(c2c1nn(n2)CCCC(CCCCCC)CCCCCC)c1ccc(s1)/C=C(/C(=O)OC[C@H](CCCC)CC)\C#N)CCCCCC,
504,CCCC[C@@H](CSc1ccc(s1)c1c2sc3c(c2c(c2c1c1sc(cc1s2)c1cc(c(s1)c1ccc(s1)c1sc(cc1CCCCCCCC)[CH]C1=[S]C(=S)N(C1=O)CC)CCCCCCCC)c1ccc(s1)SC[C@H](CCCC)CC)sc(c3)c1cc(c(s1)c1ccc(s1)c1sc(cc1CCCCCCCC)[CH]C1=[S]C(=S)N(C1=O)CC)CCCCCCCC)CC,
506,[H]C(C1SC(C([H])C1[H])C1SC(C2SC(C([H])C2[H])C2SC3C(C2[H])C(C2SC(SC([H])([H])[C@]([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])C2[H])C2SC(C([H])C2C3C2SC(SC([H])([H])[C@]([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])C2[H])C2SC(C([H])C2[H])C2SC(C3SC(C([H])C4SC(S)N(C4O)C([H])([H])C([H])([H])[H])C([H])C3[H])C3C2C(O)C2C(SC(C2C3O)C([H])([H])[C@]([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])[C@]([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C2C1C(O)C1C(SC(C1C2O)C([H])([H])[C@]([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])[C@@]([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C1SC(S)N(C1O)C([H])([H])C([H])([H])[H],
507,CCCCCCCC[C@@H](Cc1ccc(s1)/C=C/c1ccc(s1)c1c2cc(sc2c(c2c1sc(c2)c1sc(c(c1)CCCCCCCC)c1ccc(s1)c1sc(cc1CCCCCCCC)/C=C/1\SC(=S)N(C1=O)CC)c1ccc(s1)/C=C/c1ccc(s1)C[C@@H](CCCCCCCC)CCCCCC)c1sc(c(c1)CCCCCCCC)c1ccc(s1)c1sc(cc1CCCCCCCC)c1ccc(s1)/C=C/1\SC(=S)N(C1=O)CC)CCCCCC,
509,CCCCCCCC[C@@H](CSc1ccc(s1)/C=C/c1ccc(s1)c1c2cc(sc2c(c2c1sc(c2)c1cc(c(s1)c1ccc(s1)c1sc(cc1CCCCCCCC)[CH]C1=[S]C(=S)N(C1=O)CC)CCCCCCCC)c1ccc(s1)/C=C/c1ccc(s1)SC[C@@H](CCCCCCCC)CCCCCC)c1cc(c(s1)c1ccc(s1)c1sc(cc1CCCCCCCC)c1ccc(s1)[CH]C1=[S]C(=S)N(C1=O)CC)CCCCCCCC)CCCCCC,
512,CCCC[C@@H](Cn1c(c2ccc(s2)c2sc3c(c2)c(c2ccc(s2)/C=C/c2ccc(s2)C[C@@H](CCCC)CC)c2c(c3c3ccc(s3)/C=C/c3ccc(s3)C[C@H](CCCC)CC)cc(s2)c2ccc(s2)c2n(C[C@H](CCCC)CC)c(=O)c3c2c(=O)n(c3c2cccs2)C[C@H](CCCC)CC)c2c(c1=O)c(n(c2=O)C[C@H](CCCC)CC)c1cccs1)CC,
513,CCCCCCCCCCc1sc(cc1CCCCCCCCCC)c1c2sc3c(c2c(c2c1c1sc(cc1s2)c1cc(c(s1)c1ccc(s1)c1sc(cc1CCCCCCCC)/C=C(\C(=O)OCC)/C#N)CCCCCCCC)c1cc(c(s1)CCCCCCCCCC)CCCCCCCCCC)sc(c3)c1cc(c(s1)c1ccc(s1)c1sc(cc1CCCCCCCC)/C=C(/C(=O)OCC)\C#N)CCCCCCCC,
514,CCCCCCCCCCc1sc(cc1CCCCCCCCCC)c1c2sc3c(c2c(c2c1c1sc(cc1s2)c1cc(c(s1)c1ccc(s1)c1sc(cc1CCCCCCCC)C=C(C#N)C#N)CCCCCCCC)c1cc(c(s1)CCCCCCCCCC)CCCCCCCCCC)sc(c3)c1cc(c(s1)c1ccc(s1)c1sc(cc1CCCCCCCC)C=C(C#N)C#N)CCCCCCCC,
515,CCCC[C@H](Cc1ccc(s1)c1c2cc(sc2c(c2c1sc(c2)c1sc(cc1CCCCCC)C=C1C(=O)c2c(C1=O)cccc2)c1ccc(s1)C[C@@H](CCCC)CC)c1sc(cc1CCCCCC)C=C1C(=O)c2c(C1=O)cccc2)CC,
516,CCCC[C@H](Cc1ccc(s1)c1c2cc(sc2c(c2c1sc(c2)c1sc(cc1CCCCCC)c1sc(cc1CCCCCC)C=C1C(=O)c2c(C1=O)cccc2)c1ccc(s1)C[C@@H](CCCC)CC)c1sc(cc1CCCCCC)c1sc(cc1CCCCCC)C=C1C(=O)c2c(C1=O)cccc2)CC,
517,CCCC[C@H](Cc1ccc(s1)c1c2cc(sc2c(c2c1sc(c2)c1sc(cc1CCCCCC)c1sc(cc1CCCCCC)c1sc(cc1CCCCCC)C=C1C(=O)c2c(C1=O)cccc2)c1ccc(s1)C[C@@H](CCCC)CC)c1sc(cc1CCCCCC)c1sc(cc1CCCCCC)c1sc(cc1CCCCCC)C=C1C(=O)c2c(C1=O)cccc2)CC,
518,CCCC[C@H](Cc1ccc(s1)C1=C2CCC3N2[Zn@]24n5c1ccc5C(=C1N2C(CC1)C(=c1n4c(=C3C#Cc2ccc(s2)c2n(C[C@@H](CCCC)CC)c(=O)c3c2c(=O)n(c3c2cccs2)C[C@@H](CCCC)CC)cc1)c1ccc(s1)C[C@H](CCCC)CC)C#CC1=C2CCC3N2[Zn@@]24n5c1ccc5C(=C1N2C(CC1)C(=c1n4c(=C3c2ccc(s2)C[C@@H](CCCC)CC)cc1)C#Cc1ccc(s1)c1n(C[C@@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1cccs1)C[C@@H](CCCC)CC)c1ccc(s1)C[C@@H](CCCC)CC)CC,
519,CCCCCCCCOC(=O)/C(=C/c1sc(c(c1)CCCCCCCC)C1=CCC(=[S]1)C1=[S]C(=C[C@H]1CCCCCCCC)c1oc2c(c1)cc(c1c2c(cc2c1oc(c2)C1=[S][C@H](C(=C1)CCCCCCCC)c1ccc(s1)c1sc(cc1CCCCCCCC)/C=C(/C(=O)OCCCCCCCC)\C#N)c1ccc(cc1)OC[C@H](CCCC)CC)c1ccc(cc1)OC[C@H](CCCC)CC)/C#N,
520,CCCCCCCCOc1ccc(cc1)[C]1c2cc(cn2[B](n2c1cc(c2)C#Cc1sc2c(c1)c(OCCCCCCCC)c1c(c2OCCCCCCCC)ccs1)(F)F)C#Cc1sc2c(c1)c(OCCCCCCCC)c1c(c2OCCCCCCCC)ccs1,
521,CCCC[C@H](COC(=O)/C(=C/c1ccc(s1)c1ccc(s1)c1sc(c2c1OCCO2)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)OC[C@H](CCCC)CC)\C#N)/C#N)CC,
522,CCCC[C@H](CN1C(=O)c2c(C1=O)cc(cc2)C#Cc1ccc(s1)c1cc(F)c(c2c1nsn2)c1ccc(s1)C#Cc1ccc2c(c1)C(=O)N(C2=O)C[C@@H](CCCC)CC)CC,
523,CCCCCCCC[Si]1(CCCCCCCC)c2cc(sc2c2c1cc(s2)c1ccc(s1)c1ccc(s1)C(=C(C#N)C#N)C)c1ccc(s1)c1ccc(s1)C(=C(C#N)C#N)C,
524,CCCCCCCC[Si]1(CCCCCCCC)c2cc(sc2c2c1cc(s2)c1ccc(s1)c1ccc(s1)/C=C/1\SC(=S)N(C1=O)CC)c1ccc(s1)c1ccc(s1)[CH]C1=[S]C(=S)N(C1=O)CC,
525,CCCCCCCCC(n1c2CC(=[S]c2c2c1cc(s2)c1ccc(s1)c1ccc(s1)C(=C(C#N)C#N)C)c1ccc(s1)c1ccc(s1)C(=C(C#N)C#N)C)CCCCCCCC,
526,CCCCCCCCC(n1c2cc(sc2c2c1cc(s2)c1ccc(s1)c1ccc(s1)/C=C/1\SC(=S)N(C1=O)CC)c1ccc(s1)c1ccc(s1)/C=C/1\SC(=S)N(C1=O)CC)CCCCCCCC,
527,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1cc2c(s1)c1c(n2CCCCCC)c2c(s1)c1c(n2CCCCCC)cc(s1)C=C(C#N)C#N,
528,CCCC[C@H](CN1C(=O)c2c(C1=O)cc(cc2)C#Cc1ccc(s1)c1ccc(c2c1nsn2)c1ccc(s1)C#Cc1ccc2c(c1)C(=O)N(C2=O)C[C@@H](CCCC)CC)CC,
529,CCCCCCn1c2cc(ccc2c2c1c1ccc(cc1n2CCCCCC)c1c(F)cc(c2c1nsn2)c1ccc(s1)c1ccc(s1)c1ccc(s1)CCCCCC)c1c(F)cc(c2c1nsn2)c1ccc(s1)c1ccc(s1)c1ccc(s1)CCCCCC,
531,Cc1ccc(cc1)N(c1ccc(cc1)C)c1ccc(s1)c1ccc(c2c1nccn2)C=C1C(=O)c2c(C1=O)cccc2,
532,CCN1C(=S)[S]=C(C1=O)[CH]c1ccc(c2c1nccn2)c1ccc(s1)N(c1ccc(cc1)C)c1ccc(cc1)C,
533,CCCCCCCCOc1c(c2ccc(s2)c2cc3c(s2)c(c2ccc(s2)SC[C@H](CCCC)CC)c2c(c3c3ccc(s3)SC[C@@H](CCCC)CC)sc(c2)c2ccc(s2)c2c(OCCCCCCCC)c(OCCCCCCCC)c(c3c2nsn3)c2ccc(s2)/C=C(/C(=O)OC[C@@H](CCCC)CC)\C#N)c2nsnc2c(c1OCCCCCCCC)c1ccc(s1)/C=C(/C(=O)OC[C@H](CCCC)CC)\C#N,
534,CCCCCCCC[C@@H](Cn1c(c2ccc(s2)c2cc(OC)c(cc2OC)c2ccc(s2)c2n(C[C@H](CCCCCCCC)CCCCCC)c(=O)c3c2c(=O)n(c3c2ccc(s2)c2ccc3c4c2ccc2c4c(cc3)ccc2)C[C@H](CCCCCCCC)CCCCCC)c2c(c1=O)c(n(c2=O)C[C@H](CCCCCCCC)CCCCCC)c1ccc(s1)c1ccc2c3c1ccc1c3c(cc2)ccc1)CCCCCC,
535,CCCCCCCC[C@@H](Cn1c(c2ccc(s2)c2cc(F)c(cc2F)c2ccc(s2)c2n(C[C@H](CCCCCCCC)CCCCCC)c(=O)c3c2c(=O)n(c3c2ccc(s2)c2ccc3c4c2ccc2c4c(cc3)ccc2)C[C@H](CCCCCCCC)CCCCCC)c2c(c1=O)c(n(c2=O)C[C@H](CCCCCCCC)CCCCCC)c1ccc(s1)c1ccc2c3c1ccc1c3c(cc2)ccc1)CCCCCC,
536,CCCC[C@H](COc1c2sc(cc2c(c2c1cc(s2)c1ccc2c(c1)Sc1c(N2C[C@@H](CCCC)CC)ccc(c1)C=C(C#N)C#N)OC[C@@H](CCCC)CC)c1ccc2c(c1)Sc1c(N2C[C@H](CCCC)CC)ccc(c1)C=C(C#N)C#N)CC,
537,CCCC[C@H](COc1c2sc(cc2c(c2c1cc(s2)c1ccc2c(c1)Sc1c(N2C[C@@H](CCCC)CC)ccc(c1)C=C1C(=O)c2c(C1=O)cccc2)OC[C@@H](CCCC)CC)c1ccc2c(c1)Sc1c(N2C[C@H](CCCC)CC)ccc(c1)C=C1C(=O)c2c(C1=O)cccc2)CC,
538,CCCN1c2ccc(cc2Sc2c1ccc(c2)C(=C(C#N)C#N)C(=C(C#N)C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C#Cc1ccc(cc1)N(c1ccccc1)c1ccccc1,
539,CCCN1c2ccc(cc2Sc2c1ccc(c2)C(=C(C#N)C#N)[C](c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(cc1)[C](C#N)C#N)C#Cc1ccc(cc1)N(c1ccccc1)c1ccccc1,
540,CCCC[C@H](Cn1c(=O)c2c(c1c1ccc(s1)C1SC3N(C1)[B](c1c3sc(c1)c1ccc(s1)c1n(C[C@@H](CCCC)CC)c(=O)c3c1c(=O)n(c3c1cccs1)C[C@H](CCCC)CC)(c1c(C)cc(cc1C)C)c1c(C)cc(cc1C)C)c(=O)n(c2c1cccs1)C[C@H](CCCC)CC)CC,
541,CCCCCCCCc1cc2c(s1)CC(=[S]2)c1ccc(s1)c1c2c(=O)n(c(c2c(=O)n1C[C@H](CCCC)CC)c1ccc(s1)c1sc2c(c1)[B](N1C2SC(C1)c1ccc(s1)c1n(C[C@@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1ccc(s1)c1sc2c(c1)sc(c2)CCCCCCCC)C[C@H](CCCC)CC)(c1c(C)cc(cc1C)C)c1c(C)cc(cc1C)C)C[C@@H](CCCC)CC,
542,CCCCCCc1ccc(cc1)C1(c2ccc(cc2)CCCCCC)c2cc(sc2c2c1cc1c(c2)[nH]c2c1cc1c(c2)c2c(C1(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)cc(s2)c1sc(c(c1)CCCCCCCC)c1ccc(s1)c1sc(cc1CCCCCCCC)/C=C\1/SC(=S)N(C1=O)CC)c1sc(c(c1)CCCCCCCC)c1ccc(s1)c1sc(cc1CCCCCCCC)/C=C\1/SC(=S)N(C1=O)CC,
543,CCCCCCc1ccc(cc1)C1(c2ccc(cc2)CCCCCC)c2cc(sc2c2c1cc1c(c2)[nH]c2c1cc1c(c2)c2c(C1(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)cc(s2)c1ccc(s1)/C=C/1\SC(=S)N(C1=O)CC)c1ccc(s1)/C=C/1\SC(=S)N(C1=O)CC,
544,CCCCCCc1c(/C=C/c2sc(c(c2CCCCCC)CCCCCC)C=O)sc(c1CCCCCC)C#CC1=C2CCC3N2[Ni@@]24n5c1ccc5C(=C1N2C(CC1)C(=c1n4c(=C3c2c(C)cc(cc2C)C)cc1)C#Cc1sc(c(c1CCCCCC)CCCCCC)/C=C/c1sc(c(c1CCCCCC)CCCCCC)C=O)c1c(C)cc(cc1C)C,
545,CCCCN(c1ccc(c(c1)O)C1=C(O)C(=C1O)c1c(O)cc(cc1O)N1c2cc3ccccc3cc2[C@H]2[C@H]1CCC2)CCCC,
546,CCCCN(c1cc(O)c(c(c1)O)C1=C(O)C(=C1O)c1c(O)cc(cc1O)N1c2cc3ccccc3cc2[C@H]2[C@H]1CCC2)CCCC,
547,CCCCN(c1ccc(cc1)C1=C(O)/C(=C\[C@H]2Sc3c(N2CCCC)cccc3)/C1=C(C#N)C#N)CCCC,
548,CCCCN(c1ccc(c(c1)O)C1=C(O)/C(=C\[C@H]2Sc3c(N2CCCC)cccc3)/C1=C(C#N)C#N)CCCC,
549,CCCCN1[C@@H]([CH]C2=C(C(=C2O)c2ccc(cc2O)N2c3ccccc3[C@H]3[C@H]2CCC3)[C](C#N)C#N)Sc2c1cc1ccccc1c2,
550,CCCCCCC1(CCCCCC)c2cc(ccc2c2c1cc(cc2)N(c1cc(O)c(c(c1)O)C1=C(O)/C(=C/[C@H]2N(C)c3c(C2(C)C)c2ccccc2cc3)/C1=O)c1ccccc1)N(c1cc(O)c(c(c1)O)C1=C(O)/C(=C/[C@H]2N(C)c3c(C2(C)C)c2ccccc2cc3)/C1=O)c1ccccc1,
551,CCCCCCCC[C@H](Cn1c2cc(ccc2c2c1cc(cc2)N(c1cc(O)c(c(c1)O)C1=C(O)/C(=C/[C@H]2N(C)c3c(C2(C)C)c2ccccc2cc3)/C1=O)c1ccccc1)N(c1cc(O)c(c(c1)O)C1=C(O)/C(=C/[C@H]2N(C)c3c(C2(C)C)c2ccccc2cc3)/C1=O)c1ccccc1)CCCCCC,
552,CCCCCCCCc1cc(sc1C#Cc1ccc(s1)c1n(C[C@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1ccc(s1)c1cc2c(o1)cccc2)C[C@@H](CCCC)CC)c1cc(c(s1)C#Cc1ccc(s1)c1n(C[C@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1ccc(s1)c1cc2c(o1)cccc2)C[C@@H](CCCC)CC)CCCCCCCC,
553,OC1=C([CH]C2=CC(=[S]C(=C2)c2ccccc2)c2ccccc2)C(=O)/C/1=C\[C@H]1N(C)c2c(C1(C)C)c1ccccc1cc2,
554,COc1ccc(cc1)C1=CC(=CC(=[S]1)c1ccc(cc1)OC)[CH]C1=C(O)/C(=C/[C@H]2N(C)c3c(C2(C)C)c2ccccc2cc3)/C1=O,
555,OC1=C([CH]C2=CC(=[S]C(=C2)c2ccccc2)c2ccccc2)C(=O)/C/1=C\[C@H]1N(C)c2c(C1(C)C)ccc1c2cccc1,
556,COc1ccc(cc1)C1=CC(=CC(=[S]1)c1ccc(cc1)OC)[CH]C1=C(O)/C(=C/[C@H]2N(C)c3c(C2(C)C)ccc2c3cccc2)/C1=O,
557,Oc1cc(cc(c1C1=C(O)C(=C1O)N(c1ccccc1)c1ccccc1)O)N1CCc2c1cccc2,
558,CCCCN(c1ccccc1)c1cc(O)c(c(c1)O)C1=C(O)C(=C1O)c1c(O)cc(cc1O)N(c1ccccc1)CCCC,
559,CCCC[C@H](Cc1ccc(s1)c1c2cc(sc2c(c2c1sc(c2)c1sc(cc1CCCCCCCC)c1sc(cc1CCCCCCCC)c1sc(cc1CCCCCCCC)/C=C\1/C(=O)N(c2c1cccc2)CC)c1ccc(s1)C[C@@H](CCCC)CC)c1sc(cc1CCCCCCCC)c1sc(cc1CCCCCCCC)c1sc(cc1CCCCCCCC)/C=C/1\C(=O)N(c2c1cccc2)CC)CC,
560,CCCC[C@H](Cc1ccc(s1)c1c2cc(sc2c(c2c1sc(c2)c1sc(cc1CCCCCCCC)c1sc(cc1CCCCCCCC)c1sc(cc1CCCCCCCC)/C=C\1/C(=O)N(c2c1cc(F)c(c2)F)CC)c1ccc(s1)C[C@@H](CCCC)CC)c1sc(cc1CCCCCCCC)c1sc(cc1CCCCCCCC)c1sc(cc1CCCCCCCC)/C=C/1\C(=O)N(c2c1cc(F)c(c2)F)CC)CC,
